name,price,rating,num_rating,brand,model,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,retailer,is_success
"AKG K371 Closed-Back Studio Headphones for Critical Listening, Podcast and Music Production Bundle with Blucoil 6-FT Headphone Extension Cable (3.5mm), and Full-Sized HardBody Pro Headphone Case",149.0,4.0,2.0,AKG,,0.0,,,1.0,,,amazon,True
"Contixo KB-300 Kid Safe Over The Ear Wireless Bluetooth LED Headphone w/Volume Limiter, Built-in Microphone, Micro SD, FM Stereo Radio (Green + Blue) - Best Gift",19.99,3.9,226.0,Contixo,FBA_KB-300,1.0,over,,1.0,isolate,,amazon,False
Active Noise Canceling Bluetooth Over-Ear Wireless Headphones Lagoon ANC JP Explorer (Brown/Gray)【Japan Domestic Genuine Products】【Ships from Japan】,,,,B,,1.0,over,45.0,1.0,cancel,,amazon,
"Active Noise Cancelling Headphones, Bluetooth Capable with Mic, Deep Bass & for Over Ear, for Travel Work TV PC Cellphone, Black, Ultra Soft Ear Cushions, Soundproof by Cellairis",99.99,4.1,6.0,Cellairis,GLOBAL CELLULAR,1.0,over,8.0,1.0,cancel,,amazon,True
"Over Ear Headphones with Mic, Colorful Stars 3 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Aftershokz Wireless Trekz Titanium Mini Bone Conduction Headphones (Slate Grey), 2.1",99.0,4.5,2203.0,Aftershokz,FBA_AS600MINI-SG,1.0,in,,0.0,,,amazon,True
"Over Ear Headphones, Foldable Wired Headset Compact Stereo HiFi Sound Headphones with Adjustable Headband, Support TF Card",,,,Tosuny,,1.0,over,,0.0,,,amazon,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Microphone Over Ear Quick Charge Memory Foam Ear Cups Lightweight Rechargeable Foldable,,,,N&F,,1.0,over,,0.0,,,amazon,
"TREBLAB BT5 - Premium On-Ear Wireless Headphones - High-Intensity HD Sound w/Bluetooth 5.0 Over-Ear Microphone, Waterproof IPX4 for Sports Workout, 24H Play, Passive Noise Cancelling(Renewed)",32.16,4.8,7.0,Treblab,,1.0,over,,0.0,,,amazon,True
Men's/Adults Girls Croc Super Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Womens Laptops,22.99,,,,,0.0,,,0.0,reduct,,amazon,
"Cute Cat Ear Headphone with LED Light, Micro USB Foldable Headset HD Sound Over-Ear Kids Headphone for Girls Boys Gift(Blue)",29.98,,,Lazmin,,0.0,over,,0.0,,,amazon,
"Over Ear Headphones with Mic, Super bat Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"TeaBoy Dual Driver 10 Hours Wireless Headphones Over Ear, EQ Deep Bass HiFi Stereo Bluetooth Headphones with HD Mic, TF Card, FM Radio, Soft Protein Earpads for Gym Travel Work Cellphone TV PC",23.99,,,TeaBoy,,1.0,over,240.0,1.0,reduct,,amazon,
"ONANOFF BuddyPhones Play, Wireless Bluetooth Volume-Limiting Kids Headphones, 18-Hour Battery Life, 4 Volume Settings of 75, 85, 94dB and StudyMode, Includes Backup Cable for Sharing, Blue",39.9,4.2,310.0,ONANOFF,BuddyPhones Play,1.0,on,18.0,1.0,,,amazon,True
Sony RF995RK Wireless RF Headphones (2017 model),,3.8,236.0,Sony,MDR-RF995RK,1.0,over,20.0,1.0,reduct,,amazon,False
"Bluetooth Beanie Hat Headphones Headset, Wireless Connection Siri Voice Control Built-in HD Stereo Speakers & Microphone, Knit Cap for Running, Outdoor Sports, Women Men (Blue)",29.99,4.3,376.0,VOUO,,1.0,over,8.0,1.0,isolate,,amazon,True
"Over Ear Headphones with Mic, F-airy Tail 15 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Earmuff Headphones - iPhone & Scanner Compatible - Great for Impact Sports Like Hunting, Gun Range, NASCAR Races, Construction, Work, etc.",25.99,3.8,23.0,Race Day Electronics,Race Day Electronics Collapsible Headset For Nascar Racing w/ 3.5mm Plug & Volume Control,0.0,over,,0.0,cancel,,amazon,False
Sony Mdr-222Kd/Pin Childrens Headphones (Pink) (Renewed),19.95,,,Sony,,0.0,,,0.0,,,amazon,
"Philips Wireless Bluetooth Headphones On Ear with Active Noise Cancellation and Deep Bass - 18H Studio Playtime - Soundproof for Studying, Lightweight Design",,4.0,5.0,PHILIPS,,1.0,on,18.0,1.0,cancel,,amazon,True
"HAIZ Bluetooth 5.0 Headphones,Bluetooth Headphones Over Ear,Wireless Headphones Stereo,HiFi Headphones Strong Bass Earphones for Travel/Work/Sports",,,,HAIZ,,1.0,over,,1.0,cancel,,amazon,
"iGo 48002960 Miami Headphones, Brown/Gold (Discontinued by Manufacturer)",10.0,2.6,7.0,"IGo - Mobility Electronics, Inc.",,0.0,,,1.0,cancel,,amazon,False
Ymiko Foldable Wired Stereo Headset Children Headphone Bluetooth Headphones Over Ear with Microphone for Smartphone Tablet (Black),10.78,,,Ymiko,,1.0,over,,1.0,,,amazon,
My-Hero ACA-De-Mia Foldable Wireless Bluetooth Earbuds Noise Reduction Hi-Fi Stereo Over-Ear Earphone Portable Comfortable Music Gaming Headphones,,,,,,1.0,,,0.0,,,amazon,
CB3 Hush Wireless Headphones with Active Noise Cancelling Technology (Black),,4.0,591.0,CB3 Audio,,1.0,over,,1.0,,,amazon,True
"Polaroid Dynamic Audio Wireless Headphones - Rechargeable HD Headset with Wired and Wireless Bluetooth Connectivity - Stereo Sound Quality Headphone with Mic for Phone, Laptop, Computer Use (Pink)",19.99,4.2,11.0,Polaroid,,1.0,,,1.0,,,amazon,True
"Bluetooth Headphones Bluetooth 5.0 Wireless Headset Over Ear Lightweight Rechargeable Comfortable Wireless Headset for Kids, Adults, Travel, Online Class, Home Office",40.0,,,,,1.0,,24.0,0.0,,,amazon,
Sony MDR-85 Over-The-Head Mega Bass Stereo Headphones,59.95,5.0,2.0,,,0.0,,,0.0,,,amazon,True
"Wireless Bluetooth Headphones with Colorful Led Light,Foldable HiFi Stereo Headphones Over Ear with Deep Bass,Wired Headsets with Mic and Tf-Card for Cellphone",17.89,,,YTFU,,1.0,over,,1.0,reduct,,amazon,
Kenwood KH-KR900 Headphones,,4.4,2.0,Kenwood,EB102B,0.0,on,,1.0,,,amazon,True
"Over Ear Headphones with Mic, German Shepherd 2 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",21.99,,,,,0.0,,,0.0,,,amazon,
"Audio-Technica ATH-SPORT1YP SonicSport In-Ear Headphones, Yellow/Pink",29.0,3.1,19.0,Audio-Technica,960-000733,0.0,over,,0.0,,,amazon,False
"Bluetooth Sleep Headphones DALUZ Sports Headband Wireless with Ultra-Thin HD Stereo Speakers Features Calling, Music, Siri Suitable for Sleeping, Sports, Travel, Insomnia etc.",,4.0,152.0,DALUZ,,1.0,over,180.0,0.0,,,amazon,True
AMAOZNBSTEER Wired Headphones Headsets My Hero-Aca Foldable Over Ear for Kids or Adults Black,25.0,3.9,4.0,AMAOZNBSTEER,,0.0,over,,1.0,cancel,,amazon,False
"Wireless Over Ear Bluetooth Headphones Bluetooth Headphones Comfortable Lightweight Rechargeable HiFi Stereo Headset for Kids, Adults, Travel, Online Class, Home Office Wireless Headset",40.0,,,,,1.0,,6.0,1.0,,resist,amazon,
TAJ's Bluetooth Over Ear Headphones,17.99,,,IPX7,,1.0,over,,0.0,,,amazon,
JiaLG Bluetooth Headphones Over Ear Wireless Headset 57mm Drive HiFi Bluetooth Earphone with mic for Phone Music Sports (Color : Yellow),65.92,,,,,1.0,on,,1.0,isolate,,amazon,
"Aleola 3.5mm Wired Headphone, Over-Ear Foldable Stereo Headset, Earphone for Gift (Black)",,,,Aleola,,1.0,over,,1.0,reduct,,amazon,
Focal Spirit One S Premium Closed Back Headphones,159.99,3.6,90.0,Focal,Focal Spirit One,0.0,over,,0.0,,,amazon,False
Gazechimp Over-Ear Gaming Headset Wireless Bluetooth Headphone with RGB Light and Mic - Black,21.99,4.0,1.0,Gazechimp,,1.0,over,,1.0,cancel,,amazon,True
Denon AH-D310R Mobile Elite Over-Ear Headphones with 3 Button Remote and Mic (Black) (Discontinued by Manufacturer),69.95,3.0,13.0,Denon,,0.0,over,,1.0,,,amazon,False
"Califone 2924AV Deluxe Mono Headphone, Fully Adjustable Headband, Recessed Wiring For Safety, Replaceable 6' Straight Cord Long Enough To Avoid Accidental Pull Out, White/black",13.5,4.0,23.0,Califone,2924AV Deluxe Mono Headphones with Replaceable Straight Cord,0.0,over,,0.0,,,amazon,True
Soul Electronics SL300WBM Hi-Definition Over Ear Headphones - (Matte Black),126.68,3.6,3.0,Soul Electronics,,0.0,over,,0.0,cancel,,amazon,False
Bluetooth Headphones Over Ear ，HY-811 Foldable Stereo Soft Memory Egg Black Earmuffs Headsets， Lightweight Headphones with Share Port and Mic for Teens Adults at Home School Office,59.99,,,,,0.0,,,0.0,,,amazon,
Men's Kids Dragon Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Mens Gaming,22.99,,,,,0.0,,,0.0,reduct,,amazon,
EXCEART Unicorn Kids Headphones Kids Headband Earphone Foldable Over On Ear Game Headset for Toddlers with Mic,,,,EXCEART,,1.0,on,,0.0,,,amazon,
"Over Ear Headphones with Mic, F-airy Tail Logo 25 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"AKSONIC Ultralight Active Noise Cancelling Headphones Bluetooth V5.0 aptX Wireless Over Ear Headset with Mic, Dual Device Connection, Comfortable Protein Leather Earpads for Work Travel TV PC Gaming",69.99,4.6,6.0,AKSONIC,,1.0,over,30.0,0.0,cancel,,amazon,True
"Over Ear Headphones with Mic, Light Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Califone 2810-PA Listening First Stereo Headphone, Panda Motif - Pack of 2",22.45,3.5,5.0,Califone,,0.0,over,,0.0,,,amazon,False
"Foldable Wired Over Ear Kids Headphone with Glowing Light for Girls Children Cosplay Fans,Fox Ear Headphones, 85dB Volume Limited (Purple)",14.99,,,Esonstyle,,0.0,over,24.0,0.0,reduct,,amazon,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Quick Charge Memory Foam Ear Cups Comfortable Lightweight Rechargeable HiFi Stereo Headset,,,,N&F,,1.0,over,,0.0,,,amazon,
"TONGHUA Bluetooth Headphones, Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Microphone and Volume Control for Smartphones/Laptop/PC/TV",23.59,,,TONGHUA,,1.0,,148.0,0.0,,,amazon,
Happy-top Beanie Wireless Music Headphones Hat Compatible for iPhone Samsung Android (Black),11.99,3.7,39.0,Happy-top,,1.0,,6.0,1.0,,,amazon,False
"Over Ear Headphones with Mic, Super Love Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Aluratek Bluetooth 5.0 Wireless Stereo Headphones with Boom Mic for PC, MAC, Smartphone, iPhone, Tablet/iPad, Over-Ear, Home, Office, Distance Learning, Headset (ABHS02F)",,,,Aluratek,,1.0,over,800.0,1.0,,,amazon,
ZLDAN Active Noise Cancelling Bluetooth Headphones V5.0 Headset Over Ear Stereo Wired Headphone with Microphone,111.98,,,,,1.0,,,1.0,cancel,,amazon,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Microphone Over Ear Wired Wireless Headset Memory Foam Ear Cups Lightweight,,,,N&F,,1.0,over,10.0,1.0,reduct,,amazon,
"Libode S10 Unicorn Kids Headphones for Girls Children Teens, Safe Volume Limited 85dB, Wired Headphones with Adjustable Headband, 3.5mm Jack Compatible with iPad, Cellphones, Tablet-Golden",17.99,,,N&P,,0.0,,,1.0,,,amazon,
"Over Ear Headphones with Mic, Golden Butterfly 1 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
Beats S.t.u.d.i.o/3 Wireless Headphones in White with Carrying case and 3.5mm RemoteTalk Cable,329.99,4.6,27.0,Beats'x,Studio3,1.0,over,40.0,1.0,cancel,,amazon,True
Kicker HP402BTB Tabor Bluetooth Wireless Headphones,99.95,4.2,75.0,KICKER,,1.0,,10.0,1.0,,,amazon,True
"Wireless Kids Headphones Unicorn,KORABA Girls Boys Sparkly Rainbow Headphones for School/Travel/Christmas/Birthday Gifts (Pink)",28.99,4.6,13.0,KORABA,,0.0,,,0.0,,,amazon,True
Skullcandy Venue Bluetooth Wireless Active Noise Cancelling Headphone Bundle with divvi! Black/Walnut Headphone Stand - Black,178.99,,,Skullcandy,,1.0,,24.0,0.0,cancel,,amazon,
Sony WH1000XM3 Wireless Noise-Canceling Headphones (Silver) XB01 Extra Bass Portable Bluetooth Speaker and Accessory Bundle (5 Items),348.0,4.0,4.0,Sony,,1.0,over,,0.0,cancel,,amazon,True
"Altec Lansing MZX300-PNK Wireless Over Ear Bluetooth Headphones with Microphone, Pink",,4.1,40.0,Altec Lansing,,1.0,over,,0.0,,,amazon,True
Mobile Wireless Bluetooth Hardx- Glam-Kiss 3D Printing Over Ear Headphones Black,,,,5NM3F87UJJ,,1.0,over,,0.0,,,amazon,
"Noise Cancelling Headphones, Headphones Over Ear Soft Protein Earpads, Wireless Headphones for TV Travel Work",,1.0,1.0,Only9left,,0.0,over,,0.0,,,amazon,False
Adults Boys Cute Panda Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Womens Gaming,22.99,,,,,0.0,,,0.0,reduct,,amazon,
"XHN Over Ear Wireless Headphones, Bluetooth Headphones with Deep Bass Wireless Headphones, Foldable Wireless Headphones for Samsung iPhone Android airpods",63.99,,,XHN,,1.0,over,10.0,1.0,,,amazon,
"Ikevan Foldable Bluetooth 4.1 Stereo Wireless Headset Over Ear Headphones Built-in Microphone for Phone, Pc, Laptop, Tablet (A)",16.4,,,Ikevan_,,1.0,over,15.0,1.0,reduct,,amazon,
Men's Teen Girls Heart Dogs Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Mens Travel,22.99,,,,,0.0,,,0.0,reduct,,amazon,
Wireless Headset Bluetooth Headphones Active Noise Cancelling Microphone Over Ear Quick Charge Wireless Headset Lightweight 40 hr Battery Rechargeable Wireless Over Ear Bluetooth Headphones,61.0,,,,,0.0,,,1.0,,,amazon,
"Sacit Cat Ear Wireless Bluetooth Glowing Headset, Foldable Headphone Over-Ear with LED Lights/Volume Control/7H Playtime, Birthday Gifts for Boys Girls",,5.0,1.0,Sacit,,1.0,over,,0.0,,,amazon,True
"Girls Pink Unicorn Wired Headphones,Cute Cat Ear Kids Game Headset for Boys Teens Tablet Laptop PC,Over Ear Children Headset with 85dB Volume Limited&Mic,for School Birthday Xmas Gifts (Shocking Pink)",21.99,,,SVYHUOK,,0.0,over,,1.0,isolate,,amazon,
V BESTLIFE Deep Bass Wired Over Ear Headphones with Independent Microphone with 3.5mm Audio Jack for PS3/ iOS Pro/Xbox One(Black red),35.38,,,,,0.0,,,1.0,reduct,,amazon,
Bass Jaxx Blue Titan Headphones with Built in Mic,16.99,3.6,7.0,Titan Bass Jaxx,,0.0,over,,1.0,,,amazon,False
"SWETIY Noise Cancelling Headphones, 10Hrs Playtime USB-C Over Ear Wireless Headphones with Hi-Fi Deep Bass, Quick Charge Bluetooth 5.0 CVC 8.0 Mic, Headset for TV PC Cellphone",50.99,,,,,1.0,on,,1.0,,,amazon,
Sony MDR-IF245RK Wireless Infrared Headphones,99.0,3.7,630.0,Sony,,0.0,over,,0.0,,,amazon,False
"137 AOSANQI Gaming Headset Headset Wired AOSANQI Headphones Cube Melting Cube Lightweight with Mic Over Ear, Funny Headsets for Smartphone and Tv 3.5Mm Black",11.88,,,,,0.0,on,,0.0,,,amazon,
DURAGADGET Kids' Over-Ear Unicorn Headphones (Pink & Purple) with Soft Headband - Compatible with Samsung Galaxy Tab A7 | Tab A8 | Tab A 10.1 | Tab S6 Lite Tablets,,,,,,0.0,,,0.0,,,amazon,
2 Pack Vibe Sound DJ Style Stereo Over Ear Headphones All Devices w/ 3.5mm Black,19.99,,,Vibe,,0.0,over,,0.0,reduct,,amazon,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Microphone Quick Charge Deep Bass Memory Foam Ear Cups Lightweight,,,,N&F,,1.0,over,,1.0,isolate,,amazon,
"Sleep Headphones Sleeping Headphones Bluetooth, Bluetooth Headband Headphones with Built-in Thin Speakers, Comfortable for Sleeping Running Yoga (Black)",19.99,4.1,11.0,Hiya-Naya,,1.0,on,12.0,1.0,,,amazon,True
"TYGYDLQ Stylish Professional 5.0 Headphones Wireless foldable Headset Over Ear headphones with Microphone and Vo Professional Mixing Headphones Ultra-long standby, sporty fashion, lossless sound quali",418.41,,,,,1.0,,30.0,1.0,,,amazon,
"SIMOLIO Wireless TV Headphone Receiver, Replacement Headphone for TV Listening System SM-825D Pro, SM-8245, Wireless Headphone for TV Watching, with TV Sound Enhancement for Hard of Hearing",,5.0,2.0,SIMOLIO,,1.0,over,10.0,1.0,isolate,,amazon,True
laize Bluetooth Headphones Kids Cute Horn Wireless Headphones Over Ear Foldable,,,,Laize,,1.0,on,18.0,0.0,,,amazon,
JBL Club One Premium Wireless Bluetooth High-Resolution Over-Ear Headphones Bundle with Anker PowerPort Elite 2 Port USB Wall Charger - Black,279.99,,,JBL,,1.0,over,45.0,0.0,cancel,,amazon,
"ATIVA Kids Lightweight Over-The-Ear Headphones with Magnetic Animal Ears, Panda, KD-28",19.99,4.3,9.0,,,0.0,,,1.0,,,amazon,True
Mobile Wireless Bluetooth Cubs_ChiXXago Fashion Over Ear Headphones Black,,,,AMAOZNBSTEER,,0.0,over,,1.0,cancel,,amazon,
"Rybozen Wireless TV Headphones Home Headset for TV Watching,TV Ears Microphone 5 in 1 Functions with Transmitter/FM Radio/3.5 MM Jack/Net Chat and Monitoring",23.98,3.0,602.0,Rybozen,,0.0,over,,0.0,,,amazon,False
"CHAW Headphones with Cat Ear,Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Microphone,Stereo Wireless Bluetooth Headphones for Kids Adult Girls and Boys",,,,CHAW,,1.0,,,1.0,cancel,,amazon,
"Noise Cancelling Headphones Bluetooth Headset, ANC Over Ear Wireless Bluetooth Headphones With Mic, Dual 40 mm Drivers, HIFI Deep Bass Foldable Bluetooth Headphones With15Hrs Playtime 3.5mm Audio Jack",,3.1,6.0,DSRCHARGER,,1.0,over,15.0,0.0,reduct,,amazon,False
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Microphone Over Ear Quick Charge Wireless Headset Memory Foam Ear Cups Lightweight Rechargeable,,,,,,0.0,,,1.0,reduct,,amazon,
Wireless Headphone Bluetooth Headset V5.0 Built-in Mic Soft Earpads Wireless Headphones Over Ear for Travel Home Office,19.39,,,Yissone,,1.0,over,,0.0,,,amazon,
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Active Noise Cancelling Wired Lightweight Rechargeable HiFi Stereo Headset,,,,N&F,,1.0,over,300.0,0.0,,,amazon,
"Over Ear Headphones with Mic, Spike Cheese Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Han Shi Wireless Bluetooth Headphones Foldable Lightweight Over Ear Headsets with Microphone, Soft Earpads Deep Bass Stereo Earphone for Sport, Work, Travel #BAO0120-003(Black)",14.39,,,Han Shi-Electronic,,1.0,,,1.0,reduct,,amazon,
Men's/Adults Kids Ste-Ven Universe 12 Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Mens Work,22.99,,,,,0.0,,,0.0,reduct,,amazon,
Ear Pads Cushions Covers Replacement Foam Pillow Earpads for Koss R80 R-80 Over Ear Headphone Headset,8.99,1.0,1.0,YDYBZB,,0.0,over,,0.0,,,amazon,False
iHome Bluetooth Foldable Headphones,12.99,4.4,10.0,IHome,,1.0,,,0.0,,,amazon,True
Men's Teen Girls Eagle Animal Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Womens Smartphones,22.99,,,,,0.0,,,0.0,reduct,,amazon,
"Active Noise Cancelling Headphones Kodiak Jagger DJ1. Bluetooth Headphones with Mic Deep Bass Wireless Headphones Over Ear. Up to 30 Hours Playtime Good for Traveling, Working and Gaming",51.99,,,Kodiak Technology,,1.0,over,30.0,1.0,cancel,,amazon,
Bluetooth Headphones Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Over Ear Deep Bass Rechargeable HiFi Stereo Headset Wireless Headset,78.0,,,,,1.0,,,1.0,cancel,,amazon,
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Bluetooth Headphones Microphone Wireless Headset Rechargeable HiFi Stereo Headset,,,,N&F,,1.0,over,,0.0,reduct,,amazon,
It's OK LGBTQ Headphones 3D Printed Over-Ear Lightweight Headphone for Kids Men Women,,,,Sno54dhg34,,0.0,over,,0.0,,,amazon,
"ATC Black Bluetooth Headphones, Bluetooth 4.0 High Fidelity Foldable Wireless Over-Ear Headphones Headsets for Smart Phones and Tablets",,2.6,3.0,ATC,,1.0,over,,1.0,,,amazon,False
DURAGADGET Kids' Over-Ear Unicorn Headphones (Pink & Purple) with Soft Headband - Compatible with Lexibook Disney Karaoke CD Players: Nickelodeon Baby Shark & Paw Patrol Chase Marshall,,,,,,0.0,,,0.0,,,amazon,
AVID AE-35 12 Pack White Personal Classroom Headphones,119.0,5.0,4.0,Avid,,0.0,,,1.0,,,amazon,True
"Over Ear Headphones with Mic, F-airy Tail 14 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
JOYFLY Super Design Bluetooth Headphones Wireless Hands Free Over-Ear Headphones (Color4),,,,JOYFLY,,1.0,over,,1.0,,,amazon,
Bluetooth Headphones Over Ear ，HY-811 Foldable Stereo Soft Memory Egg Black Earmuffs Headsets， Lightweight Headphones with Share Port and Mic for Teens Adults at Home School Office,59.99,,,,,0.0,,,0.0,,,amazon,
Uber 32380 Purple 3.5 mm Jack Wired Over-Ear Headphones,,3.9,134.0,Uber,Over Ear Earbuds,0.0,over,,1.0,,,amazon,False
CTWUVS ADPR Cool Blue Galaxy Wolf Wired Headphones Headsets Foldable Over Ear for Kids or Adults Black,25.0,1.0,1.0,CTWUVS ADPR,,0.0,over,,1.0,cancel,,amazon,False
"Alpatronix HX101 Bluetooth Wireless Headphones with High Definition, Deep Bass, Noise Isolation, Built-in Mic, Volume & Playback Controls, aptX & CVC 6.0 (Black)",54.95,4.5,150.0,Alpatronix,,1.0,on,,1.0,reduct,,amazon,True
Sentry Pro Series: Premium Rotating Bluetooth Headphones,37.11,4.2,13.0,Sentry Industries Inc.,Pro,0.0,over,,0.0,,,amazon,True
"Electronics Wireless Over Ear Headphones, Hi-Fi Stereo Foldable Wireless/Wired Headsets Mic and Tf-Card Compatible for PC,Laptop TV Wearable (Color : Brown)",,,,,,0.0,,,1.0,,,amazon,
"Over Ear Headphones with Mic, Golden Butterfly Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
Sony MDR-Z7M2 Hi-Res Stereo Overhead Headphones (International Version/Seller Warranty),529.0,4.3,34.0,,,0.0,,,0.0,,,amazon,True
"Stereo Gaming Headset Wired Stereo Headphones Ghidorah Lightweight with Mic Over Ear, Fashion Headsets for Smartphone and Tv 3.5Mm Black",,,,ZSDAFGHKKK,,0.0,over,,0.0,,,amazon,
"DZHTSWD Bluetooth Headphones Over Ear, Head-Mounted Stereo Wireless Headset, Fast Charging Bluetooth Headset, Heavy Bass, for Home Office ，Three Colors Available (Color : Black)",79.16,,,,,1.0,in,,1.0,isolate,,amazon,
"Over Ear Headphones with Mic, Blue Butterfly 6 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,0.0,,,0.0,,,amazon,
"Sensory Wireless Earbuddies for Kids, Bear, Bluetooth Headphones for Sensitive Ears, Light Weight Washable Soft Fabric, Promote Easier Bedtime Routine, Home and Travel, Boys and Girls",29.99,4.4,42.0,Sensory Scout,,1.0,over,,0.0,,,amazon,True
