name,price,rating,rating_amount,brand,model,ASIN,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,_UPC_
XLEADER SoundAngel Airpro2 HiFi Deep Bass Wireless Earbuds IPX7 Waterproof Touch Bluetooth in-Ear Headphones with Mic CVC 8.0 Noise Cancelling TWS Earphones with Charging Case for iPhone Sports White,,4.5,72,XLEADER,,B08BRT1R5L,1,in,48,0,,proof,
"Wireless Neckband Earbuds Bluetooth Headphones 4.2, IPX5 Waterproof & 6Hrs Playtime Sports Earphones HiFi Stereo in-Ear Earphones with Noise Cancelling for Sports, Workout, Gym",5.99,4,11,NUBBYO,,B08GLCJPVB,1,in,25,1,,proof,
"Wireless Earbuds, Bluetooth Earbuds, Noise Cancellation Earbuds, Earphones Wireless Headphones, TWS, Colorful Earbuds, in-Ear Headphones with Charging Case, Microphone, Silicon Ear Caps (Black)",16.57,3.5,26,WOOPSALL,,B08396J8Y2,1,in,,1,,,
"LG TONE Free HBS-FN5W - True Wireless Bluetooth Earbuds with Wireless Charging Case, Hi-Fi Sound Solution by Meridian Audio, Dual Microphones in Each Earbud, and IPX4 Water Resistance -Black",108.95,4,163,LG,LG TONE Free,B08993LMYB,1,in,720,1,reduct,,
"Bluetooth True Wireless Earbuds 5.0 Headphones Sweatproof Touch Control in-Ear Earphones with Charging Case, Built-in Mic Headset Premium Sound with Deep Bass for Android and iPhone Fit for Sports",27.99,3.7,79,Asyin,,B0881PQV5C,1,in,,1,reduct,,
AVE Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case 7H Continuous Playtime Waterproof TWS Stereo Headphones with Deep Bass for Sport,31.99,5,8,AVE,,B08HJ5LCMB,1,in,,0,cancel,,
"Wraps Wearable Braided Wristband Headphone Earbuds, Core Gold (WRCOG-V16M)",8.98,5,3,Wraps Wristband Headphones,,B01MXE4PRV,0,in,,0,,,
"USB C Headphones,Type C Earbuds USB C Earphones with Mic & Volume Control Compatible with Google Pixel 3/2/XL,iPad Pro 2018, OnePlus 6T,Huawei Essential Phones",14.99,3.6,14,AooYu,,B082L3R5G1,0,in,,1,,proof,
"Fit in-Ear Earbud Headphones RP-HJE120K Dynamic Crystal-Clear Sound, Ergonomic Comfort-Fit, 9mm, Black",,,,,,B08MFQ8YHY,1,,,0,,,
Panasonic RPHV21BK In-Ear Earbud Heaphones with Built-in Clip (Black) (Discontinued by Manufacturer),7.49,3.9,128,Panasonic,,B000LGI61S,1,in,,0,cancel,,
H2O Audio IE2 Black/Blue 3.5 mm Jack Wired In-Ear Headphones,,3.8,301,H2O Audio,Sports-Style;Noise-Cancelling-Feature,,0,in,,1,,,
"Altec Lansing Waterproof in-Ear Earbuds Headphone, White (MZW100-WHT)",22.2,3.1,209,Altec Lansing,MZW100-WHT,B01GJM9TJU,1,in,,0,,,
"GoNovate G11 Bluetooth Earpiece Wireless Earbud Mini Invisible Headphone, 6 Hrs Playtime Magnetic USB Charger Smallest Headset Single Car Earphone with Mic for iPhone Samsung Galaxy (Beige-1 Piece)",25.99,4,1392,GoNovate,,B06X9WQZXG,0,in,,0,isolate,,
"Wireless Earbuds Headset Bluetooth 5.0 TWS Noise Canceling Stereo Headphones for iPhone Android, Waterproof Touch Control Earphones with Charging Case (White)",,3.5,43,Dxnbikt,,B07JNDWH36,0,in,,1,reduct,,
"Headphones Earphones Earbuds,Microphone - MFi Certified Wired in Ear Earbuds, Wired Noise Earphones for iPhone 11 Pro iPhone X/XS Max/XR iPhone 8/8 Plus iPhone 7/7 (White)",15.99,,,Pazacon,,B08KPXSRLJ,0,in,6,1,,resist,
JAM Ultra True Wireless Earbud,34.95,3.2,15,HMDX,HX-EP910-BK,,1,in,,1,,,
"Sephia SP3030 Earbuds, Noise Isolating in Ear Headphones, Heavy Deep Bass, Earphones for Smartphones, Mp3 Players, Tablets",14.95,4.3,1051,Sephia,SP3030,B0170NNHDG,0,in,96,0,,proof,
Wireless Earbuds Bluetooth 5.0 Headphones Noise Cancelling 3D Stereo Earbuds in-Ear Headphones Sport Waterproof Auto Pairing Earbuds (with Fast Charging) for iPhone Apple Airpods Pro Android,39.99,2.5,2,GNB,,B08H5719SC,1,in,50,1,reduct,proof,
TWS Bluetooth 5.0 Wireless Earbuds – Sport Headphones with Ear Hooks 35 Hour Play Time and IPX7 Waterproof Stereo Sound Earphones with Charging Case,39.99,4.1,117,SZC,,,1,in,80,1,cancel,,
"KZ AS10 IEM 5 Balanced Armature Driver Earphone, Stereo HiFi KZ in Ear Monitor Headphone Musician Headset with Detachable 2 Pin Cable(No Microphone, Black)",59.99,4.6,901,KINBOOFI,,B07GW8GVG1,0,in,,0,,,
"ELECDER D12 True Wireless Earbuds Bluetooth 5.0 Headphones in Ear with Microphone, LED Battery Digital Display, IPX5 Waterproof, Charging Case for Workout, Running (Black)",19.99,4.4,558,ELECDER,,B07WT3BX2S,1,in,25,1,,,
"BRDOOGU Bluetooth 5.0 Wireless Earbuds,Truly Wireless Sport Headphones IPX5 Waterproof Wireless Earphones 50H Cycle Play Time,with Charging Case 1000mAh Built-in Microphone-Rose Gold",,4.2,489,BRDOOGU,,,1,in,,0,,,
TRANYA M10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case TWS Stereo Headphones in Ear 14.2mm Driver Quad-Mic System aptX Headset Premium Sound with Deep Bass,,4.9,225,TRANYA,,B08GSF22Z1,1,in,30,1,,,
"Wireless Earbuds, TWS Bluetooth 5.0 Earphones Bluetooth Headphones in-Ear, Auto-Pair Wireless Headphones with High Definition Mic, Stereo Sound, Touch Control, 25H Playtime, No Audio Delay",26.99,4.3,819,Tepoinn,,,1,in,24,1,reduct,proof,
Kikc Wireless Earbuds Bluetooth 5.0 Wireless Headphones Noise Cancelling Built-in Microphone Charging Case Bluetooth Earphones in Ear IPX4 Waterproof Earphones in-Ear Headphones for Working/Travel/Gym,,4,20,Kikc,,B08H8LM9L1,1,in,,1,isolate,,
"[Upgrade Version 2020] Bluetooth Earbuds Wireless MIFO O7, Bluetooth 5.0 in-Ear Headphones with Charging Case, Dual Microphone Call Noise Reduction Earphons for Sports, IP67 Waterproof, Built-in Mic",149.99,3.8,127,Mifo,,,1,in,,1,,,
"Wireless Earbuds, Bluetooth 5.1 Headphones,Hi-Fi Stereo Headset with Buit-in Mic, 32H Playtime, Earphone with Charging Case Waterproof for Sport,Headphones for iPhone and Android.",25.8,4.3,286,JMO,,B08LK2H3KQ,1,in,,1,isolate,,
"USB Type C Headphone, dyplay Active Noise Cancelling Earbuds in-Ear Headphones with ANC, MEMS Mic & DAC Chip, Hi-Fi Stereo Wired Earphone for Android, iPad Pro 2018, Huawei, Google Devices, HTC",29.99,4,139,Dyplay,,B07T41C1D4,0,in,,1,reduct,proof,
"Thore USB Type C Earbuds | in Ear Wired Headphones with Microphone Remote | for Note 10/10 Plus/20/Ultra, Galaxy S20, Pixel 2/3/4/5 XL, Huawei Mate 10/Pro, Moto Z2/Z3, Essential Ph-1, iPad Pro - Red",26.99,4.3,192,Bolle & Raven,,B0812BJKMJ,0,in,24,1,,,
"Mono Headset Wired Earphone for Go Flip 3 / Smartflip Phone, Handsfree Mic 3.5mm Headphone Single Earbud in-Ear Compatible with Alcatel Go Flip 3 / Smartflip",19.99,,,AccessoryChoice,,B07YNXL554,1,in,6.5,1,,resist,
"Wireless Earbuds, Holyhigh Bluetooth Headphones 25H Playtime IPX7 Waterproof Bluetooth 5.0 Headset Wireless Earphones with Mic Noise Cancelling Sport Headphones in Ear with Charging Case for Running",39.95,4.8,452,HolyHigh,,B08DG38BW7,1,in,,1,cancel,,
"Wireless Earbuds with Mic, Bluetooth 5.0 Wireless Headphones, IPX7 Waterproof, Auto-Pair Touch Control, Wireless Earphones USB-C Charging Input in-Ear Earbuds with Charging Case (White)",29.99,,,Medoda,,B08CH7KQWT,1,in,,0,,,
"JVC HA-EC25WB Sports Wireless Earbuds - in Ear Bluetooth Headphones with Pivot & Slide Motion Fit - Sweat Proof IPX2, 6.5 Hour Rechargeable Battery, Mic and Remote (Black)",39.95,1,1,JVC,,B0899Q3VQR,1,in,,1,,,
Monoprice Hi-Fi Premium Noise Isolating Earbuds Headphones - Black and Red with A Strain-Relief Clip,12.08,4.3,314,Monoprice,,,0,,,1,,,
"Hands-Free Call Earphones,Type C Earphones,in-Ear Headphones,Super Deep Bass Earbuds,Earphones with Microphone",,,,Oumij,,B07YW9QFKF,1,in,8,1,cancel,,
YOUNGFLY 3.5mm in-Ear Zipper Earphone Stereo Headset Earbuds Headphone with Mic Phone Blue,5.61,3.5,33,YOUNGFLY,,B07BRNYM2C,0,in,,0,,,
"KZ ZSN PRO X 1BA 1DD Hybrid HiFi Earphone, KINBOOFI in Ear Headphone Monitor ZSN Prox Stereo Sound KZ IEM with Detachable Cable for Musician Drummer (Golden NO Microphone)",23.99,4.6,318,KINBOOFI,,B08F24VK9R,0,in,,1,isolate,,
"Headphones, Boost+ Premium Stereo Earbuds with Microphone, Volume Control, Tangle Free Corded Headphones with 3.5mm Port for PC's, Laptops, Tablets, Mobile Digital Devices, Audio Players, Pack of 2",11.99,4.1,71,Boost+,,B08156P8BX,0,in,,1,isolate,,
"Bluetooth Headphones IPX7 Waterproof,Wireless Sports Earphones w/Mic,Bluetooth 5.0 Sweatproof Stereo Bass in-Ear Earbuds,8 Hour Battery Noise Cancelling Headsets Microphone for Gym Workout(Black-blue)",,3.9,179,ZEALOT,,B07QMQTTP9,1,in,,1,isolate,,
【 240H Playtime】 HolyHigh True Wireless Earbuds Bluetooth 5.0 Earphones with 5000mAh Charging Case Built-in Mic Waterproof Bluetooth Headphones with Wireless Charging Power Bank for Android,19.99,3.5,142,HolyHigh,,B07Y8HTNY8,1,in,8,1,cancel,proof,
"Acode Wired in-Ear Earphones, 3.5mm Metal Housing Earbuds Headphones Best Bass Stereo Headset Compatible with iPhone 6s 6 5s Se 5 5c 4s Plus Samsung Galaxy S8 S7 S6 Plus (Black)",5.99,4.7,284,Acode,,B07M9MKNP9,0,in,7,0,,proof,
"SIMGOT MT1 in-Ear Monitor Headphones, Hi-Res IEM Earphones with Dynamic Driver, Noise-Isolating Musician Headset for Singers Drummers, Design HiFi Earbuds with Microphone (Undetachable Cable, Clear)",,4.2,39,SIMGOT,MT1 Clear,B083GXKG43,0,in,110,1,,proof,
TCL SOCL300 Ocean Blue 3.5 mm Jack Wired In-Ear Headphones,6.99,4.2,99,TCL,SOCL300,B07N7YMYK5,0,in,25,1,,,
"Bluetooth Headphones, LETSCOM Wireless Earbuds V5.0 IPX7 Waterproof Noise Cancelling Headsets, Richer Bass & HiFi Stereo Sports Earphones 8 Hours Playtime Running Headphones with Travel Case",19.95,4.4,14671,LETSCOM,U8I,,0,in,,0,,,
"HOT SMART T-10 TWS Earbuds,True Wireless Earbuds with CVC 8.0 Noise Reduction,Bluetooth Headphones, IPX7 Waterproof Wireless Headphones, Bluetooth Earbuds with 4000mAh Charging case,LED Display",47.99,4.9,16,HOT SMART,T-10,B08FHXPXKZ,1,in,80,0,cancel,,
"Wireless Earbuds, Xunpuls Wireless Headphones Bluetooth 5.0 Bluetooth Earbuds IPX7 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport",35.99,4.3,12,Xunpuls,,,1,in,24,1,,proof,
HYS Anti-Radiation Earphone Air Tube Stereo Wire Cell Phone Headsets Monaural in Ear MIC Headphones with Earbud for iPhone Samsung MP3 Tablet PC,,3.6,8,HYS,,B0829SFSWB,0,in,,1,,,
"AMATAGE Wireless Earbuds, Bluetooth 5.1 Headphones Headset HiFi with Deep Bass, Touch Control TWS Stereo Earphones with Smart LED Display, 3500mAh Charging Case, Built in Mic Sports Work… (Red)",36.69,4.1,93,AMATAGE,,B08DLLFKPK,1,in,6,1,reduct,proof,
"Koupe Wireless Earbuds Bluetooth 5 IPX7 Waterproof HiFi in Ear Stereo Headphone with USB-C Quick Charging Case, Auto Pairing Noise Cancelling Built-in Mic Stereo Call 24hrs Playtime Earphones, Black",22.49,3.6,30,Koupe,TWS-834,B07XY87KDF,0,in,,1,isolate,,
"JAM Live Fast Workout Earphones 30 ft. Bluetooth Range, IP67 Sweat Resistant Earbuds 3 Sizes Included, 12 Hour Battery Life, Hands-Free Calling Black",35.98,3.7,222,Jam,LIVE FAST - BLACK,,1,in,,1,reduct,,
"Sport Headphones with Microphone, Running Earbuds with Wrap-Around Ear Hooks, Ideal for for Workout Gym Exercise, Wired Earphones with 3.5mm Plug Compatible with Smartphone Tablet PC, CGS-W3",13.99,4,256,C G CHANGEEK,,B07VZB4RNM,1,in,,0,,,
"True Wireless Earbuds Bluetooth with Dual Microphones CVC8.0 Noise Cancelling, POWERADD M6 TWS Earbuds BT 5.0 with Charging Case Ergonomic bass in-Ear Headphones, Earphones for iOS/Android, Black",29.99,5,12,POWERADD,,B0895VSNR3,1,in,,1,isolate,,
"Shure AONIC 5 Wired Sound Isolating Earbuds, High Definition Sound + Natural Bass, Three Drivers, Secure In-Ear Fit, Detachable Cable, Durable Quality, Compatible with Apple & Android Devices - Clear",499.42,4.4,45,Shure,AONIC 5,B08BTXX6QP,0,in,,0,isolate,,
Aux Headphones 3.5mm Wired in-Ear Earbuds/Earphones with Mic and Remote Control Compatible with Galaxy S10 S9 S8 Note10 9 8 and More Android Devices (2 Packs),9.99,3.5,271,Sobrilli,,B088M1TL7S,0,in,,0,,,
Everyday Wholesale Lots Black Earbuds Bundle Bulk in-Ear Earphones 124 Pack,54.95,4.2,56,Assortit,,B08159W4V9,0,in,,1,,,
"Betron ELR50 Earphones, in Ear Headphones with Mic and Remote Control, Noise Isolating Earbuds, Bass Driven Sound, Premium Audio Quality, Compatible with iPhone and Android Devices, Gold",15.99,4.2,5037,Betron,ELR50VC Gold,B074P5K78Q,0,in,,0,,,
"Earbuds,Earphones,Pasuwisma in-Ear Headphones Noise Isolating,Compatible with iPhone,iPod,iPad,MP3 Players,Samsung Galaxy,Nokia,HTC,etc 4pack (Candy1)",8.68,4,353,Pasuwisma,,B07SSYWK7H,0,in,24,0,,,
"Paplio Dot True Wireless TWS Bluetooth Earbuds – Stereo in-Ear Headphones Earphone with Charging Case, Auto-Pairing, Built-in Mic and Single/Twin Mode for Sports, Running, Workout, and Gym",45,,,Paplio,,B07VHNQBLD,1,in,,1,,,
Sony MDRX05/BR Simon Cowell X Headphone (Black/Red),89.95,4.3,173,Sony,MDRX05/BR,B00BQ4PEW8,0,on,,1,reduct,,
"2pack Sleep Earphones Sleep Earplugs - Noise Isolating Ear Plugs Sleep Earbuds Headphones with Unique Total Soft Silicone Perfect for Insomnia, Side Sleeper, Snoring, Air Travel",11.99,3.8,46,SIKAMARU,,B08D3X8V2C,0,in,,1,,,
"Wireless Bluetooth Headphones, Magnetic Attraction Sweatproof Earphones, in-Ear HiFi Bass Stereo Noise Cancelling Wireless Earbuds, Mini Sport Headset for Workout, Gym & Running",,3,452,Alfaw,,,1,in,24,1,,,
Earphones Plug and Play Wire Control Microphone Earbuds Noise Isolating Headset Compatible with iPhone 12/12 Pro/SE/11/11 Pro/Max/X/XS/XR/8/8 Plus/7/7 Plus White(1 Pack),9.99,3.7,12,,,B08GYPB9QV,0,in,,1,isolate,,
"Earbuds/Earphones, 3.5mm Wired Headphones Noise Isolating Earphones Volume Control & Built-in Microphone Compatible with iPhone/Samsung/Android/MP3/MP4-3.5mm Audio Devices",7.99,5,1,WOVXVOW,,B08HSG9NYT,0,in,14,0,,proof,
"Earbud Headphones with Remote & Microphone,in Ear Earphone,Fits All 3.5mm Interface Device（3 Pack）",,3.8,6,Sweetfamily,E-03,B083DNXQH7,0,in,25,0,,proof,
Bulk Earbuds Headphones for School Classroom Students Kids Child Teen 30 Pack 6 Assorted Colors Individually Bagged 30Pack,26.95,4,39,YFSFQS,,B07XYSMNBM,0,in,,1,,,
"Thore iPhone Earbuds with Lightning Connector MFi Certified by Apple Earphones (V100) Wired in-Ear Headphones with Volume Control & Mic for iPhone X, XS, XR, 11, 12 Pro Max (White Silver)",29.95,4.1,341,ENCASED,,B07KKM5YNN,0,in,,1,reduct,,
"SoundPEATS Q12 HD Bluetooth Headphones IPX6 in-Ear Stereo Bluetooth 5.0 Earphones Magnetic Wireless Earbuds with 14 Hours Playtime, APTX-HD, CVC 8.0, 10mm Drivers",18.99,4.5,42,SoundPEATS,Q12HD,,1,in,,0,isolate,,
"Gigastone T1 True Wireless Headphones Bluetooth Earbuds, TWS Bluetooth Headphones with Charging Case, in-Ear Wireless Earbuds with Microphone, Automatic Pairing, IPX5 Waterproof for Sports Workout Gym",27.99,3.3,38,Gigastone,,B07NVF3ZQX,1,in,9,1,,,
AKG Y100 Wireless Bluetooth Earbuds - Black (US Version),41.98,3.9,313,Samsung Electronics,,,0,,,0,reduct,,
Avantree ADHF-027 Black 3.5 mm Jack Wired In-Ear Headphones,17.99,4.4,1700,Avantree,,,0,in,10,0,,proof,
"Jabra Elite Active 45e Wireless Sports Earbuds, Mint – Alexa Built-in Wireless Bluetooth Earbuds, Around-The-Neck Style with a Secure Fit and Superior Sound, Long Battery Life, Ideal for Running",,3.7,67,Jabra,,B07PWNDWXH,1,in,,1,,,
Plugfones Basic Earplug-Earbud Hybrid - Blue Cable/Yellow Plugs,17.95,4.3,2305,Plugfones,,B0083E7T7C,1,in,,0,cancel,proof,
"Wireless Headphones, Upgraded Boltune Bluetooth 5.0 aptX HD CVC 8.0 Noise Cancellation IPX7 Waterproof 16Hrs Playtime Earbuds, 3EQ Settings with Magnetic Connection Earphones for Running Built-in Mic",34.99,4.5,6090,Boltune,,B07YCN234L,1,in,,0,cancel,,
"Purity One Pro True Wireless Earbuds with Wireless Charging Case, Immersive Sound, Bluetooth 5.0 in-Ear Earphones Built-in Microphones/IPX5/Pumping Bass for Sports, Workout, Gym [Upgraded]",29.99,4.7,319,Purity,,,1,in,,1,cancel,proof,
"Q-PACE Wireless Earbuds with Bluetooth 5.0, Magnetic On/Off, Aluminum Design - High-End Sound, in-Ear Headphones with Microphone, 9 Hours Playtime, Running Earphones for Sports by Strock",29.97,3.9,49,Strock,,,1,in,7,1,cancel,,
"Wireless Earbuds,5.0 Touch Control Bluetooth Headphones with Charging Case,HD Stereo True Wireless Sport in-Earphones Builtin Mic/ 5 Hours Playtime Black",18.99,5,20,Fricon,,B08L3HCYL8,1,in,24,1,cancel,proof,
"Wireless Foldable Headphones, Antlers in-Ear Earbuds with Glowing LED Lights, Magnet Adsorbed Headsets with Built in Microphone for Girl’s Cute Cosplay Party (Red)",,3.4,12,Zoeview,,B07V2N63P7,1,in,,0,,,
Wireless Earbuds Bluetooth 5.0 Headphones IPX7 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport,,4.1,84,MTY,,,1,in,24,1,reduct,proof,
"OnePlus Buds - True Wireless Earbuds with Charging Case, White - Fast Charging, Long Battery Life and Deep Bass",59,4.1,2933,OnePlus,OnePlus Buds,B08CVMXPGY,1,in,40,1,isolate,proof,
Bluetooth 5.0 Wireless Earbuds 【24H Fast Charging Case】 IPX5 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for iPhone/Android/Samsung/Apple/Airpods,33.99,4.8,1336,Beanco Tech,,B08JTRX64J,1,in,8,1,cancel,resist,
Final B3 Sound Isolating in-Ear Headphones Earphones with Dual Balanced Armature Drivers,499,4.2,5,Final Audio Design,,B07VSD9LKK,0,in,,1,isolate,,
Wireless Earbuds Bluetooth 5.0 Headphones in-Ear CVC8.0 Noise Cancelling HiFi Stereo IPX5 Waterproof Headsets with Fast Charging Case for Apple AirPods Pro iPhone/Android (White),39.99,4.6,77,,,B08MBRX186,0,,,1,,,
"Wireless Earbuds, Motast Bluetooth 5.1 Sport Headphones IP7 Waterproof 40H Playtime TWS Earhooks Headset with Charging Case Stereo Sound CVC8.0 Noise Cancelling Wireless Earphone for Running Gym",,4.3,2993,Motast,,B088WJWDP6,1,in,,0,,,
"Bluetooth Headphones, Marnana Neckband Dual Dynamic Drivers Wireless Sports Earphones with CVC6.0 Mic, IPX5 Water-Resistant Magnetic in-Ear Earbuds for Running Gym Workout iPhone Samsung and Others",,4.4,21,Marnana,,B08FHD1CT6,1,in,,1,isolate,,
"Symphonized ALN 2.0 Premium Genuine Wood in-Ear Noise-isolating Headphones, Earbud, Earphones with Innovative Shield Technology Cable and Mic (Turquoise)",,4.2,49,Symphonized,,B07N1NRFY1,1,in,500,1,cancel,,
Professional Metal Headphone in Ear Wired Earphone Heavy Bass Sound Quality Music Sport Headset Headsets with Built-in Microphone 3.5mm in-Ear Wired Earphone (Black),15.99,3.9,4,Klacr,,B08HW57M7C,0,in,24,1,,,
"BeatsX Wireless Earphones - Apple W1 Headphone Chip, Class 1 Bluetooth, Black-Red (Renewed)",67.81,4,59,Beats,,B086GZ88ZN,0,,12,1,,proof,
"Earphones Wired in Ear Headphones Earbud High Resolution Heavy Bass with Mic,Dual Dynamic Drivers,Earbuds Compatible with iOS, Android, Laptop with 3.5mm Stereo Jack. (Black)",,4.1,32,AooYu,,B07T1GVZ3J,0,in,,0,,,
"Bluetooth Retractable Headphones, Wireless Earbuds Neckband Headset Noise Cancelling Stereo Earphones with Mic by LINYY (15 Hours Play Time, 2020 Upgrade) (Black)",17.99,3.7,133,LINYY,,B087CS4GXY,1,in,,1,isolate,,
Hyphcos Bluetooth 5.0 Mini True Wireless Stereo HiFi Earbuds with Charging Case in-Ear Invisible TWS Earphones Handsfree Car Headphones Sports Headsets with Mic Earpieces Compatible with iOS Android,,4.1,106,Hyphcos,,B07WV941N7,1,in,,0,isolate,,
Wireless Headphones Bluetooth Headphones Wireless Sport Earphones Bluetooth 5.0 IPX6 Waterproof Sports Earphones Gym Running HD Stereo Headset w/Mic 11 Hours Playtime Sports Noise Cancelling Bluetoot,21.99,3.2,42,JieLi,,B07Q8635S7,1,in,,1,,,
"FULOXTECH Wireless Earbuds Bluetooth 5.0 Headphones, True Wireless Earbuds with Charging Case, in-Ear Bluetooth Deep Bass Stereo Headsets Noise Cancelling Wireless Earbuds for Sport, Workout, Gym",,3.5,86,Dison,,B0836LZHPG,1,in,,1,reduct,,
"Stereo Earbuds for Oculus Quest VR Headset, in-Ear Headphones Custom Made for Oculus Quest, Sweatproof Earphones with Short Wire 7.1"" 18cm, L/R Channels Separate, Noise-Isolation, CGS-W4",16.99,4.8,18,C G CHANGEEK,,B089PR37FG,1,in,,0,reduct,proof,
"Earbuds,Earphones,Pasuwisma in-Ear Headphones Noise Isolating,Compatible with iPhone,iPod,iPad,MP3 Players,Samsung Galaxy,Nokia,HTC,etc 4pack (4, Metal)",8.68,3.6,200,Pasuwisma,,B07TFCZ1ZP,0,in,,1,isolate,,
"RiJuva Earbuds in Ear 45° Headphones with Microphone and Volume Control Comfort Earbuds Noise Isolating HiFi Stereo, Flat Cable 3.9 Feet, for LG, Chromebook, Nokia, HTC, Laptop, Midnight Black",9.99,3.9,45,RiJuva,,B07TBC4P4D,0,in,,1,,,
3.5mm in-Ear Wired Noise Cancellation Earbuds/Earphones/Headphones with Remote & Micphone Compatible with iPhone 6s plus/6/5s/5c/Pad/S10 Android All 3.5 mm Audio Devices (2 Pack)-White,11.88,3.5,55,Aalio,,B08H556HKG,0,in,,1,isolate,,
"Wireless Earbuds, Upgrated Bluetooth V5.0 Wireless Headphones Touch Control, TWS in-Ear Earbuds IPX6 Waterproof, Noise Reducion Stereo Headset for iPhone Android Phone",42.99,4.6,203,Orit,,B087WNP6Z1,1,in,24,1,,proof,
"Earbuds for Apple 6 iPhone 6s, Rythsans 3.5mm Jack Durable Earbuds + 5 Years Warranty in Ear Earbuds with Microphone for iPhone 6/6s/6s plus/5/se, iPod, ps4, Android Phone (Grey)",16.99,4,136,Rythsans,,,0,in,,1,isolate,,
"Thore Wired iPhone Headphones with Lightning Connector Earphones - MFi Certified by Apple Earbuds Wired in-Ear Microphone and Volume Remote for iPhone 12 Mini, XR, XS Max, 11, 11 Pro,7,8 Plus (Black)",,4,342,ENCASED,,B07KKMRD4M,0,in,,1,,,
Bluetooth Wireless 5.0 Headphones with 24H Charging Case in-Ear Earbuds IPX5 Waterproof Built in Mic CVC8.0 Noise Reduction Ear buds for Apple Airpods/iPhone/Sumsung/Android,39.99,4.6,6,GRGE,,B08GLQ7N3Z,1,in,,0,,,
Sony MDR-EX110AP/W EX monitor Headphones,17.9,4.3,111,Sony,FBA_MDR-EX110AP/W,B00DLJYQMA,0,in,,0,,,
erjigo KZ IEM Earphone 3BA Balanced Armature Headphone HD Sound in Ear HiFi Stereo Noise Cancelling Earbuds AS06 Triple-Driver Universal-Compatible with Smartphones (Black with MIC),48.99,,,Erjigo,,B07M916ZPG,0,in,,0,,,4.90E+12
Wireless Earbuds Bluetooth 5.0 with Charging Case IPX8 Waterproof TWS Stereo Noise Cancelling Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black…,13.99,4.5,356,ElectricalCentre,,B087CV7HHS,1,in,5.5,1,,proof,
"iDARS Wired Headphones Wireless MFi-Certified in-Ear Lightning Earphone Ergonomic Design Earbuds with Mic & Remote for iPhone 7/ 7Plus, iPhone 8/ 8Plus, iPhone X (L-Shape- Black)",17.99,3.8,27,,,B07LF5XL1R,0,in,,0,,,
GRAPHICS & MORE Harry Potter Cute Chibi Character Novelty in-Ear Earbud Headphones,8.99,3.9,7,GRAPHICS & MORE,,B07VLT5MJT,0,in,,1,,,
HyperSonic - True Wireless 3D Hyper-Definition in-Ear Headphones (iPX7 Waterproof with Wireless Charging Case & Sport Earhooks),79.88,4.1,187,LINEARFLUX,,,1,in,6,1,,proof,
"Wireless Earbuds, Letsfit Bluetooth 5.0 Headphones Hi-Fi Stereo, Wireless Waterproof Headphones in-Ear with Charging Case, 28Hrs Playtime, USB-C Charge, Built-in Mic, Touch Control for Sports and Work",29.99,4.7,73,Letsfit,,B08BLMTZKR,1,in,,1,reduct,,
GOODBONG Headphones Stereo Sound in Earbuds and Built-in Mic and Volume Control s Compatible with iPhone and ipad Other Ones,9.99,4.1,14,GOODBONG,,B08BYGNVB8,0,in,,0,,,
JBL T110 Black 3.5 mm Jack Wired In-Ear Headphones,,4.3,3089,JBL,T110,B06VWPCYFD,0,in,,1,,proof,
TaoTronics TT-BH053 Black Bluetooth Wireless In-Ear Headphones,,4.4,1893,TaoTronics,TT-BH053,,1,in,9.5,1,,,
"Wireless Earbuds, VAPEART TWS 8D Stereo Sound Bluetooth Headphones Mini in-Ear Wireless Earphone Built-in Mic (Black)",19,,,Vapeart,,B08L3CLZTC,1,in,,1,reduct,,
"Fashion Earphones with Microphone, Super Bass Stereo in-Ear Earphone Sport Headset with Headphone for iPhone 7 (B)",0.01,3.3,5,Staron,,B07FN57S3G,0,in,,0,,,
"E7S True Wireless Earbuds,Bluetooth 5.0 Earbuds in-Ear TWS Stereo Headphones with LED Display Charging Case Waterproof Built-in Mic for Sports Work - Black",,,,,,B08LQ79P4W,1,in,,1,reduct,proof,
"KOSETON E8 True Wireless Earbuds, Wireless in-Ear Headphones – Bluetooth Earbuds with a More Comfortable, 50 Hours Playback, Sweat and Water Resistant, Voice Assistant and Great Sound Quality",,3.5,85,KOSETON,,B07X8V939G,1,in,8,1,,proof,
"Type C Headphones USB C Earphones Stereo in Ear Earbuds Headphones with Microphone Bass Earbud with Mic and Volume Control (1.2m, White)",13.99,4.2,19,Brandless,,B08DFTCS2W,0,in,120,0,cancel,proof,
"Sony MDREX15AP Fashion ColorEX Series in-Ear Headphones with Microphone Bundle (Violet, 3-Pack)",19.99,,,Sony,,B0898QZFLK,0,in,120,1,reduct,resist,
